,question,label
315,Does a hippo can breathe underwater?,No
316,A hippo can breathe underwater.,No
317,A hippo can breathe in the water.,No
318,Does a iguana live underwater?,No
319,A iguana lives underwater.,No
320,A iguana lives in the water.,No
321,Does a iguana can breathe underwater?,No
322,A iguana can breathe underwater.,No
323,A iguana can breathe in the water.,No
324,Does a koala live underwater?,No
325,A koala lives underwater.,No
326,A koala lives in the water.,No
327,Does a koala can breathe underwater?,No
328,A koala can breathe underwater.,No
329,A koala can breathe in the water.,No
330,Does a kangaroo live underwater?,No
331,A kangaroo lives underwater.,No
332,A kangaroo lives in the water.,No
333,Does a kangaroo can breathe underwater?,No
334,A kangaroo can breathe underwater.,No
335,A kangaroo can breathe in the water.,No
336,Does a lizard live underwater?,No
337,A lizard lives underwater.,No
338,A lizard lives in the water.,No
339,Does a lizard can breathe underwater?,No
340,A lizard can breathe underwater.,No
341,A lizard can breathe in the water.,No
342,Does a monkey live underwater?,No
343,A monkey lives underwater.,No
344,A monkey lives in the water.,No
345,Does a monkey can breathe underwater?,No
346,A monkey can breathe underwater.,No
347,A monkey can breathe in the water.,No
348,Does a mule live underwater?,No
349,A mule lives underwater.,No
350,A mule lives in the water.,No
351,Does a mule can breathe underwater?,No
352,A mule can breathe underwater.,No
353,A mule can breathe in the water.,No
354,Does a parrot live underwater?,No
355,A parrot lives underwater.,No
356,A parrot lives in the water.,No
357,Does a parrot can breathe underwater?,No
358,A parrot can breathe underwater.,No
359,A parrot can breathe in the water.,No
360,Does a penguin live underwater?,No
361,A penguin lives underwater.,No
362,A penguin lives in the water.,No
363,Does a penguin can breathe underwater?,No
364,A penguin can breathe underwater.,No
365,A penguin can breathe in the water.,No
366,Does a pig live underwater?,No
367,A pig lives underwater.,No
368,A pig lives in the water.,No
369,Does a pig can breathe underwater?,No
370,A pig can breathe underwater.,No
371,A pig can breathe in the water.,No
372,Does a peacock live underwater?,No
373,A peacock lives underwater.,No
374,A peacock lives in the water.,No
375,Does a peacock can breathe underwater?,No
376,A peacock can breathe underwater.,No
377,A peacock can breathe in the water.,No
378,Does a pigeon live underwater?,No
379,A pigeon lives underwater.,No
380,A pigeon lives in the water.,No
381,Does a pigeon can breathe underwater?,No
382,A pigeon can breathe underwater.,No
383,A pigeon can breathe in the water.,No
384,Does a rabbit live underwater?,No
385,A rabbit lives underwater.,No
386,A rabbit lives in the water.,No
387,Does a rabbit can breathe underwater?,No
388,A rabbit can breathe underwater.,No
389,A rabbit can breathe in the water.,No
390,Does a rat live underwater?,No
391,A rat lives underwater.,No
392,A rat lives in the water.,No
393,Does a rat can breathe underwater?,No
394,A rat can breathe underwater.,No
395,A rat can breathe in the water.,No
396,Does a sheep live underwater?,No
397,A sheep lives underwater.,No
398,A sheep lives in the water.,No
399,Does a sheep can breathe underwater?,No
400,A sheep can breathe underwater.,No
401,A sheep can breathe in the water.,No
402,Does a zebra live underwater?,No
403,A zebra lives underwater.,No
404,A zebra lives in the water.,No
405,Does a zebra can breathe underwater?,No
406,A zebra can breathe underwater.,No
407,A zebra can breathe in the water.,No
408,Does a hummingbird live underwater?,No
409,A hummingbird lives underwater.,No
410,A hummingbird lives in the water.,No
411,Does a hummingbird can breathe underwater?,No
412,A hummingbird can breathe underwater.,No
413,A hummingbird can breathe in the water.,No
414,Does a ostrich live underwater?,No
415,A ostrich lives underwater.,No
416,A ostrich lives in the water.,No
417,Does a ostrich can breathe underwater?,No
418,A ostrich can breathe underwater.,No
419,A ostrich can breathe in the water.,No
420,Does a worm live underwater?,No
421,A worm lives underwater.,No
422,A worm lives in the water.,No
423,Does a worm can breathe underwater?,No
424,A worm can breathe underwater.,No
425,A worm can breathe in the water.,No
426,Does a snail live underwater?,No
427,A snail lives underwater.,No
428,A snail lives in the water.,No
429,Does a snail can breathe underwater?,No
430,A snail can breathe underwater.,No
431,A snail can breathe in the water.,No
432,Does a butterfly live underwater?,No
433,A butterfly lives underwater.,No
434,A butterfly lives in the water.,No
435,Does a butterfly can breathe underwater?,No
436,A butterfly can breathe underwater.,No
437,A butterfly can breathe in the water.,No
438,Does a giraffe live underwater?,No
439,A giraffe lives underwater.,No
440,A giraffe lives in the water.,No
441,Does a giraffe can breathe underwater?,No
442,A giraffe can breathe underwater.,No
443,A giraffe can breathe in the water.,No
444,Does a tarantula live underwater?,No
445,A tarantula lives underwater.,No
446,A tarantula lives in the water.,No
447,Does a tarantula can breathe underwater?,No
448,A tarantula can breathe underwater.,No
449,A tarantula can breathe in the water.,No
450,Does a spider live underwater?,No
451,A spider lives underwater.,No
452,A spider lives in the water.,No
453,Does a spider can breathe underwater?,No
454,A spider can breathe underwater.,No
455,A spider can breathe in the water.,No
456,Does a boa live underwater?,No
457,A boa lives underwater.,No
458,A boa lives in the water.,No
459,Does a boa can breathe underwater?,No
460,A boa can breathe underwater.,No
461,A boa can breathe in the water.,No
462,Does a cobra live underwater?,No
463,A cobra lives underwater.,No
464,A cobra lives in the water.,No
465,Does a cobra can breathe underwater?,No
466,A cobra can breathe underwater.,No
467,A cobra can breathe in the water.,No
468,Does a mamba live underwater?,No
469,A mamba lives underwater.,No
470,A mamba lives in the water.,No
471,Does a mamba can breathe underwater?,No
472,A mamba can breathe underwater.,No
473,A mamba can breathe in the water.,No
474,Does a baboon live underwater?,No
475,A baboon lives underwater.,No
476,A baboon lives in the water.,No
477,Does a baboon can breathe underwater?,No
478,A baboon can breathe underwater.,No
479,A baboon can breathe in the water.,No
480,Does a grivet live underwater?,No
481,A grivet lives underwater.,No
482,A grivet lives in the water.,No
483,Does a grivet can breathe underwater?,No
484,A grivet can breathe underwater.,No
485,A grivet can breathe in the water.,No
486,Does a cockatoo live underwater?,No
487,A cockatoo lives underwater.,No
488,A cockatoo lives in the water.,No
489,Does a cockatoo can breathe underwater?,No
490,A cockatoo can breathe underwater.,No
491,A cockatoo can breathe in the water.,No
492,Does a Aardvark live underwater?,No
493,A Aardvark lives underwater.,No
494,A Aardvark lives in the water.,No
495,Does a Aardvark can breathe underwater?,No
496,A Aardvark can breathe underwater.,No
497,A Aardvark can breathe in the water.,No
498,Does a mouse live underwater?,No
499,A mouse lives underwater.,No
500,A mouse lives in the water.,No
501,Does a mouse can breathe underwater?,No
502,A mouse can breathe underwater.,No
503,A mouse can breathe in the water.,No
504,Does a bison live underwater?,No
505,A bison lives underwater.,No
506,A bison lives in the water.,No
507,Does a bison can breathe underwater?,No
508,A bison can breathe underwater.,No
509,A bison can breathe in the water.,No
510,Does a ass live underwater?,No
511,A ass lives underwater.,No
512,A ass lives in the water.,No
513,Does a ass can breathe underwater?,No
514,A ass can breathe underwater.,No
515,A ass can breathe in the water.,No
516,Does a antelope live underwater?,No
517,A antelope lives underwater.,No
518,A antelope lives in the water.,No
519,Does a antelope can breathe underwater?,No
520,A antelope can breathe underwater.,No
521,A antelope can breathe in the water.,No
522,Does a ant live underwater?,No
523,A ant lives underwater.,No
524,A ant lives in the water.,No
525,Does a ant can breathe underwater?,No
526,A ant can breathe underwater.,No
527,A ant can breathe in the water.,No
528,Does a caterpillar live underwater?,No
529,A caterpillar lives underwater.,No
530,A caterpillar lives in the water.,No
531,Does a caterpillar can breathe underwater?,No
532,A caterpillar can breathe underwater.,No
533,A caterpillar can breathe in the water.,No
534,Does a hawk live underwater?,No
535,A hawk lives underwater.,No
536,A hawk lives in the water.,No
537,Does a hawk can breathe underwater?,No
538,A hawk can breathe underwater.,No
539,A hawk can breathe in the water.,No
540,Does a shrew live underwater?,No
541,A shrew lives underwater.,No
542,A shrew lives in the water.,No
543,Does a shrew can breathe underwater?,No
544,A shrew can breathe underwater.,No
545,A shrew can breathe in the water.,No
546,Does a raccoon live underwater?,No
547,A raccoon lives underwater.,No
548,A raccoon lives in the water.,No
549,Does a raccoon can breathe underwater?,No
550,A raccoon can breathe underwater.,No
551,A raccoon can breathe in the water.,No
552,Does a quail live underwater?,No
553,A quail lives underwater.,No
554,A quail lives in the water.,No
555,Does a quail can breathe underwater?,No
556,A quail can breathe underwater.,No
557,A quail can breathe in the water.,No
558,Does a husky live underwater?,No
559,A husky lives underwater.,No
560,A husky lives in the water.,No
561,Does a husky can breathe underwater?,No
562,A husky can breathe underwater.,No
563,A husky can breathe in the water.,No
564,Does a skunk live underwater?,No
565,A skunk lives underwater.,No
566,A skunk lives in the water.,No
567,Does a skunk can breathe underwater?,No
568,A skunk can breathe underwater.,No
569,A skunk can breathe in the water.,No
570,Does a cuckoos live underwater?,No
571,A cuckoos lives underwater.,No
572,A cuckoos lives in the water.,No
573,Does a cuckoos can breathe underwater?,No
574,A cuckoos can breathe underwater.,No
575,A cuckoos can breathe in the water.,No
576,Does a ape live underwater?,No
577,A ape lives underwater.,No
578,A ape lives in the water.,No
579,Does a ape can breathe underwater?,No
580,A ape can breathe underwater.,No
581,A ape can breathe in the water.,No
582,Does a alpaca live underwater?,No
583,A alpaca lives underwater.,No
584,A alpaca lives in the water.,No
585,Does a alpaca can breathe underwater?,No
586,A alpaca can breathe underwater.,No
587,A alpaca can breathe in the water.,No
588,Does a donkey live underwater?,No
589,A donkey lives underwater.,No
590,A donkey lives in the water.,No
591,Does a donkey can breathe underwater?,No
592,A donkey can breathe underwater.,No
593,A donkey can breathe in the water.,No
594,Does a moose live underwater?,No
595,A moose lives underwater.,No
596,A moose lives in the water.,No
597,Does a moose can breathe underwater?,No
598,A moose can breathe underwater.,No
599,A moose can breathe in the water.,No
