,question,label
185,does a canary live underwater,No
186,a canary lives underwater,No
187,does a canary live in the water,No
188,a canary lives in the water,No
189,a canary can be found underwater,No
190,a canary can be found in the water,No
191,a canary swims,No
192,can a canary swim,No
193,a canary is capable of swimming,No
194,a canary has fins,No
195,does a canary have fins,No
196,a canary has a fin,No
197,does a canary have a fin,No
198,does a cockatoo fly,Yes
199,can a cockatoo fly,Yes
200,a cockatoo flies,Yes
201,does a cockatoo have wings,Yes
202,a cockatoo has wings,Yes
203,does a cockatoo have a wing,Yes
204,a cockatoo has a wing,Yes
205,does a cockatoo have a beak,Yes
206,a cockatoo has a beak,Yes
207,does a cockatoo live underwater,No
208,a cockatoo lives underwater,No
209,does a cockatoo live in the water,No
210,a cockatoo lives in the water,No
211,a cockatoo can be found underwater,No
212,a cockatoo can be found in the water,No
213,a cockatoo swims,No
214,can a cockatoo swim,No
215,a cockatoo is capable of swimming,No
216,a cockatoo has fins,No
217,does a cockatoo have fins,No
218,a cockatoo has a fin,No
219,does a cockatoo have a fin,No
220,does a condor fly,Yes
221,can a condor fly,Yes
222,a condor flies,Yes
223,does a condor have wings,Yes
224,a condor has wings,Yes
225,does a condor have a wing,Yes
226,a condor has a wing,Yes
227,does a condor have a beak,Yes
228,a condor has a beak,Yes
229,does a condor live underwater,No
230,a condor lives underwater,No
231,does a condor live in the water,No
232,a condor lives in the water,No
233,a condor can be found underwater,No
234,a condor can be found in the water,No
235,a condor swims,No
236,can a condor swim,No
237,a condor is capable of swimming,No
238,a condor has fins,No
239,does a condor have fins,No
240,a condor has a fin,No
241,does a condor have a fin,No
242,does a cotinga fly,Yes
243,can a cotinga fly,Yes
244,a cotinga flies,Yes
245,does a cotinga have wings,Yes
246,a cotinga has wings,Yes
247,does a cotinga have a wing,Yes
248,a cotinga has a wing,Yes
249,does a cotinga have a beak,Yes
250,a cotinga has a beak,Yes
251,does a cotinga live underwater,No
252,a cotinga lives underwater,No
253,does a cotinga live in the water,No
254,a cotinga lives in the water,No
255,a cotinga can be found underwater,No
256,a cotinga can be found in the water,No
257,a cotinga swims,No
258,can a cotinga swim,No
259,a cotinga is capable of swimming,No
260,a cotinga has fins,No
261,does a cotinga have fins,No
262,a cotinga has a fin,No
263,does a cotinga have a fin,No
264,does a cowbird fly,Yes
265,can a cowbird fly,Yes
266,a cowbird flies,Yes
267,does a cowbird have wings,Yes
268,a cowbird has wings,Yes
269,does a cowbird have a wing,Yes
270,a cowbird has a wing,Yes
271,does a cowbird have a beak,Yes
272,a cowbird has a beak,Yes
273,does a cowbird live underwater,No
274,a cowbird lives underwater,No
275,does a cowbird live in the water,No
276,a cowbird lives in the water,No
277,a cowbird can be found underwater,No
278,a cowbird can be found in the water,No
279,a cowbird swims,No
280,can a cowbird swim,No
281,a cowbird is capable of swimming,No
282,a cowbird has fins,No
283,does a cowbird have fins,No
284,a cowbird has a fin,No
285,does a cowbird have a fin,No
286,does a crow fly,Yes
287,can a crow fly,Yes
288,a crow flies,Yes
289,does a crow have wings,Yes
290,a crow has wings,Yes
291,does a crow have a wing,Yes
292,a crow has a wing,Yes
293,does a crow have a beak,Yes
294,a crow has a beak,Yes
295,does a crow live underwater,No
296,a crow lives underwater,No
297,does a crow live in the water,No
298,a crow lives in the water,No
299,a crow can be found underwater,No
300,a crow can be found in the water,No
301,a crow swims,No
302,can a crow swim,No
303,a crow is capable of swimming,No
304,a crow has fins,No
305,does a crow have fins,No
306,a crow has a fin,No
307,does a crow have a fin,No
308,does a dove fly,Yes
309,can a dove fly,Yes
310,a dove flies,Yes
311,does a dove have wings,Yes
312,a dove has wings,Yes
313,does a dove have a wing,Yes
314,a dove has a wing,Yes
315,does a dove have a beak,Yes
316,a dove has a beak,Yes
317,does a dove live underwater,No
318,a dove lives underwater,No
319,does a dove live in the water,No
320,a dove lives in the water,No
321,a dove can be found underwater,No
322,a dove can be found in the water,No
323,a dove swims,No
324,can a dove swim,No
325,a dove is capable of swimming,No
326,a dove has fins,No
327,does a dove have fins,No
328,a dove has a fin,No
329,does a dove have a fin,No
330,does a duck fly,Yes
331,can a duck fly,Yes
332,a duck flies,Yes
333,does a duck have wings,Yes
334,a duck has wings,Yes
335,does a duck have a wing,Yes
336,a duck has a wing,Yes
337,does a duck have a beak,Yes
338,a duck has a beak,Yes
339,does a duck live underwater,No
340,a duck lives underwater,No
341,does a duck live in the water,No
342,a duck lives in the water,No
343,a duck can be found underwater,No
344,a duck can be found in the water,No
345,a duck swims,No
346,can a duck swim,No
347,a duck is capable of swimming,No
348,a duck has fins,No
349,does a duck have fins,No
350,a duck has a fin,No
351,does a duck have a fin,No
352,does a eagle fly,Yes
353,can a eagle fly,Yes
354,a eagle flies,Yes
355,does a eagle have wings,Yes
356,a eagle has wings,Yes
357,does a eagle have a wing,Yes
358,a eagle has a wing,Yes
359,does a eagle have a beak,Yes
360,a eagle has a beak,Yes
361,does a eagle live underwater,No
362,a eagle lives underwater,No
363,does a eagle live in the water,No
364,a eagle lives in the water,No
365,a eagle can be found underwater,No
366,a eagle can be found in the water,No
367,a eagle swims,No
368,can a eagle swim,No
369,a eagle is capable of swimming,No
370,a eagle has fins,No
371,does a eagle have fins,No
372,a eagle has a fin,No
373,does a eagle have a fin,No
374,does a eider fly,Yes
375,can a eider fly,Yes
376,a eider flies,Yes
377,does a eider have wings,Yes
378,a eider has wings,Yes
379,does a eider have a wing,Yes
380,a eider has a wing,Yes
381,does a eider have a beak,Yes
382,a eider has a beak,Yes
383,does a eider live underwater,No
384,a eider lives underwater,No
385,does a eider live in the water,No
386,a eider lives in the water,No
387,a eider can be found underwater,No
388,a eider can be found in the water,No
389,a eider swims,No
390,can a eider swim,No
391,a eider is capable of swimming,No
392,a eider has fins,No
393,does a eider have fins,No
394,a eider has a fin,No
395,does a eider have a fin,No
396,does a falcon fly,Yes
397,can a falcon fly,Yes
398,a falcon flies,Yes
399,does a falcon have wings,Yes
400,a falcon has wings,Yes
401,does a falcon have a wing,Yes
402,a falcon has a wing,Yes
403,does a falcon have a beak,Yes
404,a falcon has a beak,Yes
405,does a falcon live underwater,No
406,a falcon lives underwater,No
407,does a falcon live in the water,No
408,a falcon lives in the water,No
409,a falcon can be found underwater,No
410,a falcon can be found in the water,No
411,a falcon swims,No
412,can a falcon swim,No
413,a falcon is capable of swimming,No
414,a falcon has fins,No
415,does a falcon have fins,No
416,a falcon has a fin,No
417,does a falcon have a fin,No
418,does a finch fly,Yes
419,can a finch fly,Yes
420,a finch flies,Yes
421,does a finch have wings,Yes
422,a finch has wings,Yes
423,does a finch have a wing,Yes
424,a finch has a wing,Yes
425,does a finch have a beak,Yes
426,a finch has a beak,Yes
427,does a finch live underwater,No
428,a finch lives underwater,No
429,does a finch live in the water,No
430,a finch lives in the water,No
431,a finch can be found underwater,No
432,a finch can be found in the water,No
433,a finch swims,No
434,can a finch swim,No
435,a finch is capable of swimming,No
436,a finch has fins,No
437,does a finch have fins,No
438,a finch has a fin,No
439,does a finch have a fin,No
440,does a flamingo fly,Yes
441,can a flamingo fly,Yes
442,a flamingo flies,Yes
443,does a flamingo have wings,Yes
444,a flamingo has wings,Yes
445,does a flamingo have a wing,Yes
446,a flamingo has a wing,Yes
447,does a flamingo have a beak,Yes
448,a flamingo has a beak,Yes
449,does a flamingo live underwater,No
450,a flamingo lives underwater,No
451,does a flamingo live in the water,No
452,a flamingo lives in the water,No
453,a flamingo can be found underwater,No
454,a flamingo can be found in the water,No
455,a flamingo swims,No
456,can a flamingo swim,No
457,a flamingo is capable of swimming,No
458,a flamingo has fins,No
459,does a flamingo have fins,No
460,a flamingo has a fin,No
461,does a flamingo have a fin,No
462,does a goldcrest fly,Yes
463,can a goldcrest fly,Yes
464,a goldcrest flies,Yes
465,does a goldcrest have wings,Yes
466,a goldcrest has wings,Yes
467,does a goldcrest have a wing,Yes
468,a goldcrest has a wing,Yes
469,does a goldcrest have a beak,Yes
470,a goldcrest has a beak,Yes
471,does a goldcrest live underwater,No
472,a goldcrest lives underwater,No
473,does a goldcrest live in the water,No
474,a goldcrest lives in the water,No
475,a goldcrest can be found underwater,No
476,a goldcrest can be found in the water,No
477,a goldcrest swims,No
478,can a goldcrest swim,No
479,a goldcrest is capable of swimming,No
480,a goldcrest has fins,No
481,does a goldcrest have fins,No
482,a goldcrest has a fin,No
483,does a goldcrest have a fin,No
484,does a goose fly,Yes
485,can a goose fly,Yes
486,a goose flies,Yes
487,does a goose have wings,Yes
488,a goose has wings,Yes
489,does a goose have a wing,Yes
490,a goose has a wing,Yes
491,does a goose have a beak,Yes
492,a goose has a beak,Yes
493,does a goose live underwater,No
494,a goose lives underwater,No
495,does a goose live in the water,No
496,a goose lives in the water,No
497,a goose can be found underwater,No
498,a goose can be found in the water,No
499,a goose swims,No
500,can a goose swim,No
501,a goose is capable of swimming,No
502,a goose has fins,No
503,does a goose have fins,No
504,a goose has a fin,No
505,does a goose have a fin,No
506,does a grackle fly,Yes
507,can a grackle fly,Yes
508,a grackle flies,Yes
509,does a grackle have wings,Yes
510,a grackle has wings,Yes
511,does a grackle have a wing,Yes
512,a grackle has a wing,Yes
513,does a grackle have a beak,Yes
514,a grackle has a beak,Yes
515,does a grackle live underwater,No
516,a grackle lives underwater,No
517,does a grackle live in the water,No
518,a grackle lives in the water,No
519,a grackle can be found underwater,No
520,a grackle can be found in the water,No
521,a grackle swims,No
522,can a grackle swim,No
523,a grackle is capable of swimming,No
524,a grackle has fins,No
525,does a grackle have fins,No
526,a grackle has a fin,No
527,does a grackle have a fin,No
528,does a gull fly,Yes
529,can a gull fly,Yes
530,a gull flies,Yes
531,does a gull have wings,Yes
532,a gull has wings,Yes
533,does a gull have a wing,Yes
534,a gull has a wing,Yes
535,does a gull have a beak,Yes
536,a gull has a beak,Yes
537,does a gull live underwater,No
538,a gull lives underwater,No
539,does a gull live in the water,No
540,a gull lives in the water,No
541,a gull can be found underwater,No
542,a gull can be found in the water,No
543,a gull swims,No
544,can a gull swim,No
545,a gull is capable of swimming,No
546,a gull has fins,No
547,does a gull have fins,No
548,a gull has a fin,No
549,does a gull have a fin,No
550,does a hawk fly,Yes
551,can a hawk fly,Yes
552,a hawk flies,Yes
553,does a hawk have wings,Yes
554,a hawk has wings,Yes
555,does a hawk have a wing,Yes
556,a hawk has a wing,Yes
557,does a hawk have a beak,Yes
558,a hawk has a beak,Yes
559,does a hawk live underwater,No
560,a hawk lives underwater,No
561,does a hawk live in the water,No
562,a hawk lives in the water,No
563,a hawk can be found underwater,No
564,a hawk can be found in the water,No
565,a hawk swims,No
566,can a hawk swim,No
567,a hawk is capable of swimming,No
568,a hawk has fins,No
569,does a hawk have fins,No
570,a hawk has a fin,No
571,does a hawk have a fin,No
572,does a heron fly,Yes
573,can a heron fly,Yes
574,a heron flies,Yes
575,does a heron have wings,Yes
576,a heron has wings,Yes
577,does a heron have a wing,Yes
578,a heron has a wing,Yes
579,does a heron have a beak,Yes
580,a heron has a beak,Yes
581,does a heron live underwater,No
582,a heron lives underwater,No
583,does a heron live in the water,No
584,a heron lives in the water,No
585,a heron can be found underwater,No
586,a heron can be found in the water,No
587,a heron swims,No
588,can a heron swim,No
589,a heron is capable of swimming,No
590,a heron has fins,No
591,does a heron have fins,No
592,a heron has a fin,No
593,does a heron have a fin,No
594,does a hornbill fly,Yes
595,can a hornbill fly,Yes
596,a hornbill flies,Yes
597,does a hornbill have wings,Yes
598,a hornbill has wings,Yes
599,does a hornbill have a wing,Yes
600,a hornbill has a wing,Yes
601,does a hornbill have a beak,Yes
602,a hornbill has a beak,Yes
603,does a hornbill live underwater,No
604,a hornbill lives underwater,No
605,does a hornbill live in the water,No
606,a hornbill lives in the water,No
607,a hornbill can be found underwater,No
608,a hornbill can be found in the water,No
609,a hornbill swims,No
610,can a hornbill swim,No
611,a hornbill is capable of swimming,No
612,a hornbill has fins,No
613,does a hornbill have fins,No
614,a hornbill has a fin,No
615,does a hornbill have a fin,No
616,does a hummingbird fly,Yes
617,can a hummingbird fly,Yes
618,a hummingbird flies,Yes
619,does a hummingbird have wings,Yes
620,a hummingbird has wings,Yes
621,does a hummingbird have a wing,Yes
622,a hummingbird has a wing,Yes
623,does a hummingbird have a beak,Yes
624,a hummingbird has a beak,Yes
625,does a hummingbird live underwater,No
626,a hummingbird lives underwater,No
627,does a hummingbird live in the water,No
628,a hummingbird lives in the water,No
629,a hummingbird can be found underwater,No
630,a hummingbird can be found in the water,No
631,a hummingbird swims,No
632,can a hummingbird swim,No
633,a hummingbird is capable of swimming,No
634,a hummingbird has fins,No
635,does a hummingbird have fins,No
636,a hummingbird has a fin,No
637,does a hummingbird have a fin,No
638,does a jay fly,Yes
639,can a jay fly,Yes
640,a jay flies,Yes
641,does a jay have wings,Yes
642,a jay has wings,Yes
643,does a jay have a wing,Yes
644,a jay has a wing,Yes
645,does a jay have a beak,Yes
646,a jay has a beak,Yes
647,does a jay live underwater,No
648,a jay lives underwater,No
649,does a jay live in the water,No
650,a jay lives in the water,No
651,a jay can be found underwater,No
652,a jay can be found in the water,No
653,a jay swims,No
654,can a jay swim,No
655,a jay is capable of swimming,No
656,a jay has fins,No
657,does a jay have fins,No
658,a jay has a fin,No
659,does a jay have a fin,No
660,does a lark fly,Yes
661,can a lark fly,Yes
662,a lark flies,Yes
663,does a lark have wings,Yes
664,a lark has wings,Yes
665,does a lark have a wing,Yes
666,a lark has a wing,Yes
667,does a lark have a beak,Yes
668,a lark has a beak,Yes
669,does a lark live underwater,No
670,a lark lives underwater,No
671,does a lark live in the water,No
672,a lark lives in the water,No
673,a lark can be found underwater,No
674,a lark can be found in the water,No
675,a lark swims,No
676,can a lark swim,No
677,a lark is capable of swimming,No
678,a lark has fins,No
679,does a lark have fins,No
680,a lark has a fin,No
681,does a lark have a fin,No
682,does a macaw fly,Yes
683,can a macaw fly,Yes
684,a macaw flies,Yes
685,does a macaw have wings,Yes
686,a macaw has wings,Yes
687,does a macaw have a wing,Yes
688,a macaw has a wing,Yes
689,does a macaw have a beak,Yes
690,a macaw has a beak,Yes
691,does a macaw live underwater,No
692,a macaw lives underwater,No
693,does a macaw live in the water,No
694,a macaw lives in the water,No
695,a macaw can be found underwater,No
696,a macaw can be found in the water,No
697,a macaw swims,No
698,can a macaw swim,No
699,a macaw is capable of swimming,No
700,a macaw has fins,No
701,does a macaw have fins,No
702,a macaw has a fin,No
703,does a macaw have a fin,No
704,does a owl fly,Yes
705,can a owl fly,Yes
706,a owl flies,Yes
707,does a owl have wings,Yes
708,a owl has wings,Yes
709,does a owl have a wing,Yes
710,a owl has a wing,Yes
711,does a owl have a beak,Yes
712,a owl has a beak,Yes
713,does a owl live underwater,No
714,a owl lives underwater,No
715,does a owl live in the water,No
716,a owl lives in the water,No
717,a owl can be found underwater,No
718,a owl can be found in the water,No
719,a owl swims,No
720,can a owl swim,No
721,a owl is capable of swimming,No
722,a owl has fins,No
723,does a owl have fins,No
724,a owl has a fin,No
725,does a owl have a fin,No
726,does a parrot fly,Yes
727,can a parrot fly,Yes
728,a parrot flies,Yes
729,does a parrot have wings,Yes
730,a parrot has wings,Yes
731,does a parrot have a wing,Yes
732,a parrot has a wing,Yes
733,does a parrot have a beak,Yes
734,a parrot has a beak,Yes
735,does a parrot live underwater,No
736,a parrot lives underwater,No
737,does a parrot live in the water,No
738,a parrot lives in the water,No
739,a parrot can be found underwater,No
740,a parrot can be found in the water,No
741,a parrot swims,No
742,can a parrot swim,No
743,a parrot is capable of swimming,No
744,a parrot has fins,No
745,does a parrot have fins,No
746,a parrot has a fin,No
747,does a parrot have a fin,No
748,does a peacock fly,Yes
749,can a peacock fly,Yes
750,a peacock flies,Yes
751,does a peacock have wings,Yes
752,a peacock has wings,Yes
753,does a peacock have a wing,Yes
754,a peacock has a wing,Yes
755,does a peacock have a beak,Yes
756,a peacock has a beak,Yes
757,does a peacock live underwater,No
758,a peacock lives underwater,No
759,does a peacock live in the water,No
760,a peacock lives in the water,No
761,a peacock can be found underwater,No
762,a peacock can be found in the water,No
763,a peacock swims,No
764,can a peacock swim,No
765,a peacock is capable of swimming,No
766,a peacock has fins,No
767,does a peacock have fins,No
768,a peacock has a fin,No
769,does a peacock have a fin,No
770,does a pelican fly,Yes
771,can a pelican fly,Yes
772,a pelican flies,Yes
773,does a pelican have wings,Yes
774,a pelican has wings,Yes
775,does a pelican have a wing,Yes
776,a pelican has a wing,Yes
777,does a pelican have a beak,Yes
778,a pelican has a beak,Yes
779,does a pelican live underwater,No
780,a pelican lives underwater,No
781,does a pelican live in the water,No
782,a pelican lives in the water,No
783,a pelican can be found underwater,No
784,a pelican can be found in the water,No
785,a pelican swims,No
786,can a pelican swim,No
787,a pelican is capable of swimming,No
788,a pelican has fins,No
789,does a pelican have fins,No
790,a pelican has a fin,No
791,does a pelican have a fin,No
792,does a pigeon fly,Yes
793,can a pigeon fly,Yes
794,a pigeon flies,Yes
795,does a pigeon have wings,Yes
796,a pigeon has wings,Yes
797,does a pigeon have a wing,Yes
798,a pigeon has a wing,Yes
799,does a pigeon have a beak,Yes
800,a pigeon has a beak,Yes
801,does a pigeon live underwater,No
802,a pigeon lives underwater,No
803,does a pigeon live in the water,No
804,a pigeon lives in the water,No
805,a pigeon can be found underwater,No
806,a pigeon can be found in the water,No
807,a pigeon swims,No
808,can a pigeon swim,No
809,a pigeon is capable of swimming,No
810,a pigeon has fins,No
811,does a pigeon have fins,No
812,a pigeon has a fin,No
813,does a pigeon have a fin,No
814,does a seabird fly,Yes
815,can a seabird fly,Yes
816,a seabird flies,Yes
817,does a seabird have wings,Yes
818,a seabird has wings,Yes
819,does a seabird have a wing,Yes
820,a seabird has a wing,Yes
821,does a seabird have a beak,Yes
822,a seabird has a beak,Yes
823,does a seabird live underwater,No
824,a seabird lives underwater,No
825,does a seabird live in the water,No
826,a seabird lives in the water,No
827,a seabird can be found underwater,No
828,a seabird can be found in the water,No
829,a seabird swims,No
830,can a seabird swim,No
831,a seabird is capable of swimming,No
832,a seabird has fins,No
833,does a seabird have fins,No
834,a seabird has a fin,No
835,does a seabird have a fin,No
836,does a skylark fly,Yes
837,can a skylark fly,Yes
838,a skylark flies,Yes
839,does a skylark have wings,Yes
840,a skylark has wings,Yes
841,does a skylark have a wing,Yes
842,a skylark has a wing,Yes
843,does a skylark have a beak,Yes
844,a skylark has a beak,Yes
845,does a skylark live underwater,No
846,a skylark lives underwater,No
847,does a skylark live in the water,No
848,a skylark lives in the water,No
849,a skylark can be found underwater,No
850,a skylark can be found in the water,No
851,a skylark swims,No
852,can a skylark swim,No
853,a skylark is capable of swimming,No
854,a skylark has fins,No
855,does a skylark have fins,No
856,a skylark has a fin,No
857,does a skylark have a fin,No
858,does a songbird fly,Yes
859,can a songbird fly,Yes
860,a songbird flies,Yes
861,does a songbird have wings,Yes
862,a songbird has wings,Yes
863,does a songbird have a wing,Yes
864,a songbird has a wing,Yes
865,does a songbird have a beak,Yes
866,a songbird has a beak,Yes
867,does a songbird live underwater,No
868,a songbird lives underwater,No
869,does a songbird live in the water,No
870,a songbird lives in the water,No
871,a songbird can be found underwater,No
872,a songbird can be found in the water,No
873,a songbird swims,No
874,can a songbird swim,No
875,a songbird is capable of swimming,No
876,a songbird has fins,No
877,does a songbird have fins,No
878,a songbird has a fin,No
879,does a songbird have a fin,No
880,does a sparrow fly,Yes
881,can a sparrow fly,Yes
882,a sparrow flies,Yes
883,does a sparrow have wings,Yes
884,a sparrow has wings,Yes
885,does a sparrow have a wing,Yes
886,a sparrow has a wing,Yes
887,does a sparrow have a beak,Yes
888,a sparrow has a beak,Yes
889,does a sparrow live underwater,No
890,a sparrow lives underwater,No
891,does a sparrow live in the water,No
892,a sparrow lives in the water,No
893,a sparrow can be found underwater,No
894,a sparrow can be found in the water,No
895,a sparrow swims,No
896,can a sparrow swim,No
897,a sparrow is capable of swimming,No
898,a sparrow has fins,No
899,does a sparrow have fins,No
900,a sparrow has a fin,No
901,does a sparrow have a fin,No
902,does a stork fly,Yes
903,can a stork fly,Yes
904,a stork flies,Yes
905,does a stork have wings,Yes
906,a stork has wings,Yes
907,does a stork have a wing,Yes
908,a stork has a wing,Yes
909,does a stork have a beak,Yes
910,a stork has a beak,Yes
911,does a stork live underwater,No
912,a stork lives underwater,No
913,does a stork live in the water,No
914,a stork lives in the water,No
915,a stork can be found underwater,No
916,a stork can be found in the water,No
917,a stork swims,No
918,can a stork swim,No
919,a stork is capable of swimming,No
920,a stork has fins,No
921,does a stork have fins,No
922,a stork has a fin,No
923,does a stork have a fin,No
924,does a swan fly,Yes
925,can a swan fly,Yes
926,a swan flies,Yes
927,does a swan have wings,Yes
928,a swan has wings,Yes
929,does a swan have a wing,Yes
930,a swan has a wing,Yes
931,does a swan have a beak,Yes
932,a swan has a beak,Yes
933,does a swan live underwater,No
934,a swan lives underwater,No
935,does a swan live in the water,No
936,a swan lives in the water,No
937,a swan can be found underwater,No
938,a swan can be found in the water,No
939,a swan swims,No
940,can a swan swim,No
941,a swan is capable of swimming,No
942,a swan has fins,No
943,does a swan have fins,No
944,a swan has a fin,No
945,does a swan have a fin,No
946,does a vulture fly,Yes
947,can a vulture fly,Yes
948,a vulture flies,Yes
949,does a vulture have wings,Yes
950,a vulture has wings,Yes
951,does a vulture have a wing,Yes
952,a vulture has a wing,Yes
953,does a vulture have a beak,Yes
954,a vulture has a beak,Yes
955,does a vulture live underwater,No
956,a vulture lives underwater,No
957,does a vulture live in the water,No
958,a vulture lives in the water,No
959,a vulture can be found underwater,No
960,a vulture can be found in the water,No
961,a vulture swims,No
962,can a vulture swim,No
963,a vulture is capable of swimming,No
964,a vulture has fins,No
965,does a vulture have fins,No
966,a vulture has a fin,No
967,does a vulture have a fin,No
968,does a wader fly,Yes
969,can a wader fly,Yes
970,a wader flies,Yes
971,does a wader have wings,Yes
972,a wader has wings,Yes
973,does a wader have a wing,Yes
974,a wader has a wing,Yes
975,does a wader have a beak,Yes
976,a wader has a beak,Yes
977,does a wader live underwater,No
978,a wader lives underwater,No
979,does a wader live in the water,No
980,a wader lives in the water,No
981,a wader can be found underwater,No
982,a wader can be found in the water,No
983,a wader swims,No
984,can a wader swim,No
985,a wader is capable of swimming,No
986,a wader has fins,No
987,does a wader have fins,No
988,a wader has a fin,No
989,does a wader have a fin,No
990,does a mallard fly,Yes
991,can a mallard fly,Yes
992,a mallard flies,Yes
993,does a mallard have wings,Yes
994,a mallard has wings,Yes
