,question,label
317,A hen lives in the sea.,No
318,Does a hen live in the ocean?,No
319,A hen lives in the ocean.,No
320,Does a jay live underwater?,No
321,A jay lives underwater.,No
322,Does a jay live in the water?,No
323,A jay lives in the water.,No
324,Does a jay live in the sea?,No
325,A jay lives in the sea.,No
326,Does a jay live in the ocean?,No
327,A jay lives in the ocean.,No
328,Does a owl live underwater?,No
329,A owl lives underwater.,No
330,Does a owl live in the water?,No
331,A owl lives in the water.,No
332,Does a owl live in the sea?,No
333,A owl lives in the sea.,No
334,Does a owl live in the ocean?,No
335,A owl lives in the ocean.,No
336,Does a rhino live underwater?,No
337,A rhino lives underwater.,No
338,Does a rhino live in the water?,No
339,A rhino lives in the water.,No
340,Does a rhino live in the sea?,No
341,A rhino lives in the sea.,No
342,Does a rhino live in the ocean?,No
343,A rhino lives in the ocean.,No
344,Does a elephant live underwater?,No
345,A elephant lives underwater.,No
346,Does a elephant live in the water?,No
347,A elephant lives in the water.,No
348,Does a elephant live in the sea?,No
349,A elephant lives in the sea.,No
350,Does a elephant live in the ocean?,No
351,A elephant lives in the ocean.,No
352,Does a bat live underwater?,No
353,A bat lives underwater.,No
354,Does a bat live in the water?,No
355,A bat lives in the water.,No
356,Does a bat live in the sea?,No
357,A bat lives in the sea.,No
358,Does a bat live in the ocean?,No
359,A bat lives in the ocean.,No
360,Does a bear live underwater?,No
361,A bear lives underwater.,No
362,Does a bear live in the water?,No
363,A bear lives in the water.,No
364,Does a bear live in the sea?,No
365,A bear lives in the sea.,No
366,Does a bear live in the ocean?,No
367,A bear lives in the ocean.,No
368,Does a camel live underwater?,No
369,A camel lives underwater.,No
370,Does a camel live in the water?,No
371,A camel lives in the water.,No
372,Does a camel live in the sea?,No
373,A camel lives in the sea.,No
374,Does a camel live in the ocean?,No
375,A camel lives in the ocean.,No
376,Does a deer live underwater?,No
377,A deer lives underwater.,No
378,Does a deer live in the water?,No
379,A deer lives in the water.,No
380,Does a deer live in the sea?,No
381,A deer lives in the sea.,No
382,Does a deer live in the ocean?,No
383,A deer lives in the ocean.,No
384,Does a flamingo live underwater?,No
385,A flamingo lives underwater.,No
386,Does a flamingo live in the water?,No
387,A flamingo lives in the water.,No
388,Does a flamingo live in the sea?,No
389,A flamingo lives in the sea.,No
390,Does a flamingo live in the ocean?,No
391,A flamingo lives in the ocean.,No
392,Does a goat live underwater?,No
393,A goat lives underwater.,No
394,Does a goat live in the water?,No
395,A goat lives in the water.,No
396,Does a goat live in the sea?,No
397,A goat lives in the sea.,No
398,Does a goat live in the ocean?,No
399,A goat lives in the ocean.,No
400,Does a gorilla live underwater?,No
401,A gorilla lives underwater.,No
402,Does a gorilla live in the water?,No
403,A gorilla lives in the water.,No
404,Does a gorilla live in the sea?,No
405,A gorilla lives in the sea.,No
406,Does a gorilla live in the ocean?,No
407,A gorilla lives in the ocean.,No
408,Does a horse live underwater?,No
409,A horse lives underwater.,No
410,Does a horse live in the water?,No
411,A horse lives in the water.,No
412,Does a horse live in the sea?,No
413,A horse lives in the sea.,No
414,Does a horse live in the ocean?,No
415,A horse lives in the ocean.,No
416,Does a hippopotamus live underwater?,No
417,A hippopotamus lives underwater.,No
418,Does a hippopotamus live in the water?,No
419,A hippopotamus lives in the water.,No
420,Does a hippopotamus live in the sea?,No
421,A hippopotamus lives in the sea.,No
422,Does a hippopotamus live in the ocean?,No
423,A hippopotamus lives in the ocean.,No
424,Does a iguana live underwater?,No
425,A iguana lives underwater.,No
426,Does a iguana live in the water?,No
427,A iguana lives in the water.,No
428,Does a iguana live in the sea?,No
429,A iguana lives in the sea.,No
430,Does a iguana live in the ocean?,No
431,A iguana lives in the ocean.,No
432,Does a koala live underwater?,No
433,A koala lives underwater.,No
434,Does a koala live in the water?,No
435,A koala lives in the water.,No
436,Does a koala live in the sea?,No
437,A koala lives in the sea.,No
438,Does a koala live in the ocean?,No
439,A koala lives in the ocean.,No
440,Does a kangaroo live underwater?,No
441,A kangaroo lives underwater.,No
442,Does a kangaroo live in the water?,No
443,A kangaroo lives in the water.,No
444,Does a kangaroo live in the sea?,No
445,A kangaroo lives in the sea.,No
446,Does a kangaroo live in the ocean?,No
447,A kangaroo lives in the ocean.,No
448,Does a lizard live underwater?,No
449,A lizard lives underwater.,No
450,Does a lizard live in the water?,No
451,A lizard lives in the water.,No
452,Does a lizard live in the sea?,No
453,A lizard lives in the sea.,No
454,Does a lizard live in the ocean?,No
455,A lizard lives in the ocean.,No
456,Does a monkey live underwater?,No
457,A monkey lives underwater.,No
458,Does a monkey live in the water?,No
459,A monkey lives in the water.,No
460,Does a monkey live in the sea?,No
461,A monkey lives in the sea.,No
462,Does a monkey live in the ocean?,No
463,A monkey lives in the ocean.,No
464,Does a mule live underwater?,No
465,A mule lives underwater.,No
466,Does a mule live in the water?,No
467,A mule lives in the water.,No
468,Does a mule live in the sea?,No
469,A mule lives in the sea.,No
470,Does a mule live in the ocean?,No
471,A mule lives in the ocean.,No
472,Does a parrot live underwater?,No
473,A parrot lives underwater.,No
474,Does a parrot live in the water?,No
475,A parrot lives in the water.,No
476,Does a parrot live in the sea?,No
477,A parrot lives in the sea.,No
478,Does a parrot live in the ocean?,No
479,A parrot lives in the ocean.,No
480,Does a penguin live underwater?,No
481,A penguin lives underwater.,No
482,Does a penguin live in the water?,No
483,A penguin lives in the water.,No
484,Does a penguin live in the sea?,No
485,A penguin lives in the sea.,No
486,Does a penguin live in the ocean?,No
487,A penguin lives in the ocean.,No
488,Does a pig live underwater?,No
489,A pig lives underwater.,No
490,Does a pig live in the water?,No
491,A pig lives in the water.,No
492,Does a pig live in the sea?,No
493,A pig lives in the sea.,No
494,Does a pig live in the ocean?,No
495,A pig lives in the ocean.,No
496,Does a peacock live underwater?,No
497,A peacock lives underwater.,No
498,Does a peacock live in the water?,No
499,A peacock lives in the water.,No
500,Does a peacock live in the sea?,No
501,A peacock lives in the sea.,No
502,Does a peacock live in the ocean?,No
503,A peacock lives in the ocean.,No
504,Does a pigeon live underwater?,No
505,A pigeon lives underwater.,No
506,Does a pigeon live in the water?,No
507,A pigeon lives in the water.,No
508,Does a pigeon live in the sea?,No
509,A pigeon lives in the sea.,No
510,Does a pigeon live in the ocean?,No
511,A pigeon lives in the ocean.,No
512,Does a rabbit live underwater?,No
513,A rabbit lives underwater.,No
514,Does a rabbit live in the water?,No
515,A rabbit lives in the water.,No
516,Does a rabbit live in the sea?,No
517,A rabbit lives in the sea.,No
518,Does a rabbit live in the ocean?,No
519,A rabbit lives in the ocean.,No
520,Does a rat live underwater?,No
521,A rat lives underwater.,No
522,Does a rat live in the water?,No
523,A rat lives in the water.,No
524,Does a rat live in the sea?,No
525,A rat lives in the sea.,No
526,Does a rat live in the ocean?,No
527,A rat lives in the ocean.,No
528,Does a sheep live underwater?,No
529,A sheep lives underwater.,No
530,Does a sheep live in the water?,No
531,A sheep lives in the water.,No
532,Does a sheep live in the sea?,No
533,A sheep lives in the sea.,No
534,Does a sheep live in the ocean?,No
535,A sheep lives in the ocean.,No
536,Does a zebra live underwater?,No
537,A zebra lives underwater.,No
538,Does a zebra live in the water?,No
539,A zebra lives in the water.,No
540,Does a zebra live in the sea?,No
541,A zebra lives in the sea.,No
542,Does a zebra live in the ocean?,No
543,A zebra lives in the ocean.,No
544,Does a hummingbird live underwater?,No
545,A hummingbird lives underwater.,No
546,Does a hummingbird live in the water?,No
547,A hummingbird lives in the water.,No
548,Does a hummingbird live in the sea?,No
549,A hummingbird lives in the sea.,No
550,Does a hummingbird live in the ocean?,No
551,A hummingbird lives in the ocean.,No
552,Does a ostrich live underwater?,No
553,A ostrich lives underwater.,No
554,Does a ostrich live in the water?,No
555,A ostrich lives in the water.,No
556,Does a ostrich live in the sea?,No
557,A ostrich lives in the sea.,No
558,Does a ostrich live in the ocean?,No
559,A ostrich lives in the ocean.,No
560,Does a worm live underwater?,No
561,A worm lives underwater.,No
562,Does a worm live in the water?,No
563,A worm lives in the water.,No
564,Does a worm live in the sea?,No
565,A worm lives in the sea.,No
566,Does a worm live in the ocean?,No
567,A worm lives in the ocean.,No
568,Does a snail live underwater?,No
569,A snail lives underwater.,No
570,Does a snail live in the water?,No
571,A snail lives in the water.,No
572,Does a snail live in the sea?,No
573,A snail lives in the sea.,No
574,Does a snail live in the ocean?,No
575,A snail lives in the ocean.,No
576,Does a butterfly live underwater?,No
577,A butterfly lives underwater.,No
578,Does a butterfly live in the water?,No
579,A butterfly lives in the water.,No
580,Does a butterfly live in the sea?,No
581,A butterfly lives in the sea.,No
582,Does a butterfly live in the ocean?,No
583,A butterfly lives in the ocean.,No
584,Does a giraffe live underwater?,No
585,A giraffe lives underwater.,No
586,Does a giraffe live in the water?,No
587,A giraffe lives in the water.,No
588,Does a giraffe live in the sea?,No
589,A giraffe lives in the sea.,No
590,Does a giraffe live in the ocean?,No
591,A giraffe lives in the ocean.,No
592,Does a tarantula live underwater?,No
593,A tarantula lives underwater.,No
594,Does a tarantula live in the water?,No
595,A tarantula lives in the water.,No
596,Does a tarantula live in the sea?,No
597,A tarantula lives in the sea.,No
598,Does a tarantula live in the ocean?,No
599,A tarantula lives in the ocean.,No
600,Does a spider live underwater?,No
601,A spider lives underwater.,No
602,Does a spider live in the water?,No
603,A spider lives in the water.,No
604,Does a spider live in the sea?,No
605,A spider lives in the sea.,No
606,Does a spider live in the ocean?,No
607,A spider lives in the ocean.,No
608,Does a boa live underwater?,No
609,A boa lives underwater.,No
610,Does a boa live in the water?,No
611,A boa lives in the water.,No
612,Does a boa live in the sea?,No
613,A boa lives in the sea.,No
614,Does a boa live in the ocean?,No
615,A boa lives in the ocean.,No
616,Does a cobra live underwater?,No
617,A cobra lives underwater.,No
618,Does a cobra live in the water?,No
619,A cobra lives in the water.,No
620,Does a cobra live in the sea?,No
621,A cobra lives in the sea.,No
622,Does a cobra live in the ocean?,No
623,A cobra lives in the ocean.,No
624,Does a mamba live underwater?,No
625,A mamba lives underwater.,No
626,Does a mamba live in the water?,No
627,A mamba lives in the water.,No
628,Does a mamba live in the sea?,No
629,A mamba lives in the sea.,No
630,Does a mamba live in the ocean?,No
631,A mamba lives in the ocean.,No
632,Does a baboon live underwater?,No
633,A baboon lives underwater.,No
634,Does a baboon live in the water?,No
635,A baboon lives in the water.,No
636,Does a baboon live in the sea?,No
637,A baboon lives in the sea.,No
638,Does a baboon live in the ocean?,No
639,A baboon lives in the ocean.,No
640,Does a grivet live underwater?,No
641,A grivet lives underwater.,No
642,Does a grivet live in the water?,No
643,A grivet lives in the water.,No
644,Does a grivet live in the sea?,No
645,A grivet lives in the sea.,No
646,Does a grivet live in the ocean?,No
647,A grivet lives in the ocean.,No
648,Does a cockatoo live underwater?,No
649,A cockatoo lives underwater.,No
650,Does a cockatoo live in the water?,No
651,A cockatoo lives in the water.,No
652,Does a cockatoo live in the sea?,No
653,A cockatoo lives in the sea.,No
654,Does a cockatoo live in the ocean?,No
655,A cockatoo lives in the ocean.,No
656,Does a aardvark live underwater?,No
657,A aardvark lives underwater.,No
658,Does a aardvark live in the water?,No
659,A aardvark lives in the water.,No
660,Does a aardvark live in the sea?,No
661,A aardvark lives in the sea.,No
662,Does a aardvark live in the ocean?,No
663,A aardvark lives in the ocean.,No
664,Does a mouse live underwater?,No
665,A mouse lives underwater.,No
666,Does a mouse live in the water?,No
667,A mouse lives in the water.,No
668,Does a mouse live in the sea?,No
669,A mouse lives in the sea.,No
670,Does a mouse live in the ocean?,No
671,A mouse lives in the ocean.,No
672,Does a bison live underwater?,No
673,A bison lives underwater.,No
674,Does a bison live in the water?,No
675,A bison lives in the water.,No
676,Does a bison live in the sea?,No
677,A bison lives in the sea.,No
678,Does a bison live in the ocean?,No
679,A bison lives in the ocean.,No
680,Does a ass live underwater?,No
681,A ass lives underwater.,No
682,Does a ass live in the water?,No
683,A ass lives in the water.,No
684,Does a ass live in the sea?,No
685,A ass lives in the sea.,No
686,Does a ass live in the ocean?,No
687,A ass lives in the ocean.,No
688,Does a antelope live underwater?,No
689,A antelope lives underwater.,No
690,Does a antelope live in the water?,No
691,A antelope lives in the water.,No
692,Does a antelope live in the sea?,No
693,A antelope lives in the sea.,No
694,Does a antelope live in the ocean?,No
695,A antelope lives in the ocean.,No
696,Does a ant live underwater?,No
697,A ant lives underwater.,No
698,Does a ant live in the water?,No
699,A ant lives in the water.,No
700,Does a ant live in the sea?,No
701,A ant lives in the sea.,No
702,Does a ant live in the ocean?,No
703,A ant lives in the ocean.,No
704,Does a caterpillar live underwater?,No
705,A caterpillar lives underwater.,No
706,Does a caterpillar live in the water?,No
707,A caterpillar lives in the water.,No
708,Does a caterpillar live in the sea?,No
709,A caterpillar lives in the sea.,No
710,Does a caterpillar live in the ocean?,No
711,A caterpillar lives in the ocean.,No
712,Does a hawk live underwater?,No
713,A hawk lives underwater.,No
714,Does a hawk live in the water?,No
715,A hawk lives in the water.,No
716,Does a hawk live in the sea?,No
717,A hawk lives in the sea.,No
718,Does a hawk live in the ocean?,No
719,A hawk lives in the ocean.,No
720,Does a shrew live underwater?,No
721,A shrew lives underwater.,No
722,Does a shrew live in the water?,No
723,A shrew lives in the water.,No
724,Does a shrew live in the sea?,No
725,A shrew lives in the sea.,No
726,Does a shrew live in the ocean?,No
727,A shrew lives in the ocean.,No
728,Does a raccoon live underwater?,No
729,A raccoon lives underwater.,No
730,Does a raccoon live in the water?,No
731,A raccoon lives in the water.,No
732,Does a raccoon live in the sea?,No
733,A raccoon lives in the sea.,No
734,Does a raccoon live in the ocean?,No
735,A raccoon lives in the ocean.,No
736,Does a quail live underwater?,No
737,A quail lives underwater.,No
738,Does a quail live in the water?,No
739,A quail lives in the water.,No
740,Does a quail live in the sea?,No
741,A quail lives in the sea.,No
742,Does a quail live in the ocean?,No
743,A quail lives in the ocean.,No
744,Does a husky live underwater?,No
745,A husky lives underwater.,No
746,Does a husky live in the water?,No
747,A husky lives in the water.,No
748,Does a husky live in the sea?,No
749,A husky lives in the sea.,No
750,Does a husky live in the ocean?,No
751,A husky lives in the ocean.,No
752,Does a skunk live underwater?,No
753,A skunk lives underwater.,No
754,Does a skunk live in the water?,No
755,A skunk lives in the water.,No
756,Does a skunk live in the sea?,No
757,A skunk lives in the sea.,No
758,Does a skunk live in the ocean?,No
759,A skunk lives in the ocean.,No
760,Does a cuckoos live underwater?,No
761,A cuckoos lives underwater.,No
762,Does a cuckoos live in the water?,No
763,A cuckoos lives in the water.,No
764,Does a cuckoos live in the sea?,No
765,A cuckoos lives in the sea.,No
766,Does a cuckoos live in the ocean?,No
767,A cuckoos lives in the ocean.,No
768,Does a ape live underwater?,No
769,A ape lives underwater.,No
770,Does a ape live in the water?,No
771,A ape lives in the water.,No
772,Does a ape live in the sea?,No
773,A ape lives in the sea.,No
774,Does a ape live in the ocean?,No
775,A ape lives in the ocean.,No
776,Does a alpaca live underwater?,No
777,A alpaca lives underwater.,No
778,Does a alpaca live in the water?,No
779,A alpaca lives in the water.,No
780,Does a alpaca live in the sea?,No
781,A alpaca lives in the sea.,No
782,Does a alpaca live in the ocean?,No
783,A alpaca lives in the ocean.,No
784,Does a donkey live underwater?,No
785,A donkey lives underwater.,No
786,Does a donkey live in the water?,No
787,A donkey lives in the water.,No
788,Does a donkey live in the sea?,No
789,A donkey lives in the sea.,No
790,Does a donkey live in the ocean?,No
791,A donkey lives in the ocean.,No
792,Does a moose live underwater?,No
793,A moose lives underwater.,No
794,Does a moose live in the water?,No
795,A moose lives in the water.,No
796,Does a moose live in the sea?,No
797,A moose lives in the sea.,No
798,Does a moose live in the ocean?,No
799,A moose lives in the ocean.,No
800,Does a alligator live underwater?,No
801,A alligator lives underwater.,No
802,Does a alligator live in the water?,No
803,A alligator lives in the water.,No
804,Does a alligator live in the sea?,No
805,A alligator lives in the sea.,No
806,Does a alligator live in the ocean?,No
807,A alligator lives in the ocean.,No
808,Does a crocodile live underwater?,No
809,A crocodile lives underwater.,No
810,Does a crocodile live in the water?,No
811,A crocodile lives in the water.,No
812,Does a crocodile live in the sea?,No
813,A crocodile lives in the sea.,No
814,Does a crocodile live in the ocean?,No
815,A crocodile lives in the ocean.,No
816,Does a seagull live underwater?,No
817,A seagull lives underwater.,No
818,Does a seagull live in the water?,No
819,A seagull lives in the water.,No
820,Does a seagull live in the sea?,No
821,A seagull lives in the sea.,No
822,Does a seagull live in the ocean?,No
823,A seagull lives in the ocean.,No
824,Does a pelican live underwater?,No
825,A pelican lives underwater.,No
826,Does a pelican live in the water?,No
827,A pelican lives in the water.,No
828,Does a pelican live in the sea?,No
829,A pelican lives in the sea.,No
830,Does a pelican live in the ocean?,No
831,A pelican lives in the ocean.,No
832,Does a snake live underwater?,No
833,A snake lives underwater.,No
834,Does a snake live in the water?,No
835,A snake lives in the water.,No
836,Does a snake live in the sea?,No
837,A snake lives in the sea.,No
838,Does a snake live in the ocean?,No
839,A snake lives in the ocean.,No
840,Does a frog live underwater?,No
841,A frog lives underwater.,No
842,Does a frog live in the water?,No
843,A frog lives in the water.,No
844,Does a frog live in the sea?,No
845,A frog lives in the sea.,No
846,Does a frog live in the ocean?,No
847,A frog lives in the ocean.,No
848,Does a salamander live underwater?,No
849,A salamander lives underwater.,No
850,Does a salamander live in the water?,No
851,A salamander lives in the water.,No
852,Does a salamander live in the sea?,No
853,A salamander lives in the sea.,No
854,Does a salamander live in the ocean?,No
855,A salamander lives in the ocean.,No
856,Does a falcon live underwater?,No
857,A falcon lives underwater.,No
858,Does a falcon live in the water?,No
859,A falcon lives in the water.,No
860,Does a falcon live in the sea?,No
