,question,label
294,a kohlrabi has horns.,No
295,does a kohlrabi have hair?,No
296,a kohlrabi has hair.,No
297,does a kohlrabi have fur?,No
298,a kohlrabi has fur.,No
299,does a lentil fly?,No
300,can a lentil fly?,No
301,a lentil flys.,No
302,is a lentil capable of flying?,No
303,a lentil is capable of flying.,No
304,does a lentil live underwater?,No
305,a lentil lives underwater.,No
306,does a lentil live in the water?,No
307,a lentil lives in the water.,No
308,does a lentil have a beak?,No
309,a lentil has a beak.,No
310,does a lentil have feathers?,No
311,a lentil has feathers.,No
312,does a lentil have wings?,No
313,a lentil has wings.,No
314,does a lentil have a wing?,No
315,a lentil has a wing.,No
316,does a lentil have horns?,No
317,a lentil has horns.,No
318,does a lentil have hair?,No
319,a lentil has hair.,No
320,does a lentil have fur?,No
321,a lentil has fur.,No
322,does a lettuce fly?,No
323,can a lettuce fly?,No
324,a lettuce flys.,No
325,is a lettuce capable of flying?,No
326,a lettuce is capable of flying.,No
327,does a lettuce live underwater?,No
328,a lettuce lives underwater.,No
329,does a lettuce live in the water?,No
330,a lettuce lives in the water.,No
331,does a lettuce have a beak?,No
332,a lettuce has a beak.,No
333,does a lettuce have feathers?,No
334,a lettuce has feathers.,No
335,does a lettuce have wings?,No
336,a lettuce has wings.,No
337,does a lettuce have a wing?,No
338,a lettuce has a wing.,No
339,does a lettuce have horns?,No
340,a lettuce has horns.,No
341,does a lettuce have hair?,No
342,a lettuce has hair.,No
343,does a lettuce have fur?,No
344,a lettuce has fur.,No
345,does a mustard fly?,No
346,can a mustard fly?,No
347,a mustard flys.,No
348,is a mustard capable of flying?,No
349,a mustard is capable of flying.,No
350,does a mustard live underwater?,No
351,a mustard lives underwater.,No
352,does a mustard live in the water?,No
353,a mustard lives in the water.,No
354,does a mustard have a beak?,No
355,a mustard has a beak.,No
356,does a mustard have feathers?,No
357,a mustard has feathers.,No
358,does a mustard have wings?,No
359,a mustard has wings.,No
360,does a mustard have a wing?,No
361,a mustard has a wing.,No
362,does a mustard have horns?,No
363,a mustard has horns.,No
364,does a mustard have hair?,No
365,a mustard has hair.,No
366,does a mustard have fur?,No
367,a mustard has fur.,No
368,does a pepper fly?,No
369,can a pepper fly?,No
370,a pepper flys.,No
371,is a pepper capable of flying?,No
372,a pepper is capable of flying.,No
373,does a pepper live underwater?,No
374,a pepper lives underwater.,No
375,does a pepper live in the water?,No
376,a pepper lives in the water.,No
377,does a pepper have a beak?,No
378,a pepper has a beak.,No
379,does a pepper have feathers?,No
380,a pepper has feathers.,No
381,does a pepper have wings?,No
382,a pepper has wings.,No
383,does a pepper have a wing?,No
384,a pepper has a wing.,No
385,does a pepper have horns?,No
386,a pepper has horns.,No
387,does a pepper have hair?,No
388,a pepper has hair.,No
389,does a pepper have fur?,No
390,a pepper has fur.,No
391,does a potato fly?,No
392,can a potato fly?,No
393,a potato flys.,No
394,is a potato capable of flying?,No
395,a potato is capable of flying.,No
396,does a potato live underwater?,No
397,a potato lives underwater.,No
398,does a potato live in the water?,No
399,a potato lives in the water.,No
400,does a potato have a beak?,No
401,a potato has a beak.,No
402,does a potato have feathers?,No
403,a potato has feathers.,No
404,does a potato have wings?,No
405,a potato has wings.,No
406,does a potato have a wing?,No
407,a potato has a wing.,No
408,does a potato have horns?,No
409,a potato has horns.,No
410,does a potato have hair?,No
411,a potato has hair.,No
412,does a potato have fur?,No
413,a potato has fur.,No
414,does a radish fly?,No
415,can a radish fly?,No
416,a radish flys.,No
417,is a radish capable of flying?,No
418,a radish is capable of flying.,No
419,does a radish live underwater?,No
420,a radish lives underwater.,No
421,does a radish live in the water?,No
422,a radish lives in the water.,No
423,does a radish have a beak?,No
424,a radish has a beak.,No
425,does a radish have feathers?,No
426,a radish has feathers.,No
427,does a radish have wings?,No
428,a radish has wings.,No
429,does a radish have a wing?,No
430,a radish has a wing.,No
431,does a radish have horns?,No
432,a radish has horns.,No
433,does a radish have hair?,No
434,a radish has hair.,No
435,does a radish have fur?,No
436,a radish has fur.,No
437,does a soy fly?,No
438,can a soy fly?,No
439,a soy flys.,No
440,is a soy capable of flying?,No
441,a soy is capable of flying.,No
442,does a soy live underwater?,No
443,a soy lives underwater.,No
444,does a soy live in the water?,No
445,a soy lives in the water.,No
446,does a soy have a beak?,No
447,a soy has a beak.,No
448,does a soy have feathers?,No
449,a soy has feathers.,No
450,does a soy have wings?,No
451,a soy has wings.,No
452,does a soy have a wing?,No
453,a soy has a wing.,No
454,does a soy have horns?,No
455,a soy has horns.,No
456,does a soy have hair?,No
457,a soy has hair.,No
458,does a soy have fur?,No
459,a soy has fur.,No
460,does a spinach fly?,No
461,can a spinach fly?,No
462,a spinach flys.,No
463,is a spinach capable of flying?,No
464,a spinach is capable of flying.,No
465,does a spinach live underwater?,No
466,a spinach lives underwater.,No
467,does a spinach live in the water?,No
468,a spinach lives in the water.,No
469,does a spinach have a beak?,No
470,a spinach has a beak.,No
471,does a spinach have feathers?,No
472,a spinach has feathers.,No
473,does a spinach have wings?,No
474,a spinach has wings.,No
475,does a spinach have a wing?,No
476,a spinach has a wing.,No
477,does a spinach have horns?,No
478,a spinach has horns.,No
479,does a spinach have hair?,No
480,a spinach has hair.,No
481,does a spinach have fur?,No
482,a spinach has fur.,No
483,does a tabasco fly?,No
484,can a tabasco fly?,No
485,a tabasco flys.,No
486,is a tabasco capable of flying?,No
487,a tabasco is capable of flying.,No
488,does a tabasco live underwater?,No
489,a tabasco lives underwater.,No
490,does a tabasco live in the water?,No
491,a tabasco lives in the water.,No
492,does a tabasco have a beak?,No
493,a tabasco has a beak.,No
494,does a tabasco have feathers?,No
495,a tabasco has feathers.,No
496,does a tabasco have wings?,No
497,a tabasco has wings.,No
498,does a tabasco have a wing?,No
499,a tabasco has a wing.,No
500,does a tabasco have horns?,No
501,a tabasco has horns.,No
502,does a tabasco have hair?,No
503,a tabasco has hair.,No
504,does a tabasco have fur?,No
505,a tabasco has fur.,No
506,does a tomato fly?,No
507,can a tomato fly?,No
508,a tomato flys.,No
509,is a tomato capable of flying?,No
510,a tomato is capable of flying.,No
511,does a tomato live underwater?,No
512,a tomato lives underwater.,No
513,does a tomato live in the water?,No
514,a tomato lives in the water.,No
515,does a tomato have a beak?,No
516,a tomato has a beak.,No
517,does a tomato have feathers?,No
518,a tomato has feathers.,No
519,does a tomato have wings?,No
520,a tomato has wings.,No
521,does a tomato have a wing?,No
522,a tomato has a wing.,No
523,does a tomato have horns?,No
524,a tomato has horns.,No
525,does a tomato have hair?,No
526,a tomato has hair.,No
527,does a tomato have fur?,No
528,a tomato has fur.,No
529,does a zucchini fly?,No
530,can a zucchini fly?,No
531,a zucchini flys.,No
532,is a zucchini capable of flying?,No
533,a zucchini is capable of flying.,No
534,does a zucchini live underwater?,No
535,a zucchini lives underwater.,No
536,does a zucchini live in the water?,No
537,a zucchini lives in the water.,No
538,does a zucchini have a beak?,No
539,a zucchini has a beak.,No
540,does a zucchini have feathers?,No
541,a zucchini has feathers.,No
542,does a zucchini have wings?,No
543,a zucchini has wings.,No
544,does a zucchini have a wing?,No
545,a zucchini has a wing.,No
546,does a zucchini have horns?,No
547,a zucchini has horns.,No
548,does a zucchini have hair?,No
549,a zucchini has hair.,No
550,does a zucchini have fur?,No
551,a zucchini has fur.,No
552,does a almond fly?,No
553,can a almond fly?,No
554,a almond flys.,No
555,is a almond capable of flying?,No
556,a almond is capable of flying.,No
557,does a almond live underwater?,No
558,a almond lives underwater.,No
559,does a almond live in the water?,No
560,a almond lives in the water.,No
561,does a almond have a beak?,No
562,a almond has a beak.,No
563,does a almond have feathers?,No
564,a almond has feathers.,No
565,does a almond have wings?,No
566,a almond has wings.,No
567,does a almond have a wing?,No
568,a almond has a wing.,No
569,does a almond have horns?,No
570,a almond has horns.,No
571,does a almond have hair?,No
572,a almond has hair.,No
573,does a almond have fur?,No
574,a almond has fur.,No
575,does a apple fly?,No
576,can a apple fly?,No
577,a apple flys.,No
578,is a apple capable of flying?,No
579,a apple is capable of flying.,No
580,does a apple live underwater?,No
581,a apple lives underwater.,No
582,does a apple live in the water?,No
583,a apple lives in the water.,No
584,does a apple have a beak?,No
585,a apple has a beak.,No
586,does a apple have feathers?,No
587,a apple has feathers.,No
588,does a apple have wings?,No
589,a apple has wings.,No
590,does a apple have a wing?,No
591,a apple has a wing.,No
592,does a apple have horns?,No
593,a apple has horns.,No
594,does a apple have hair?,No
595,a apple has hair.,No
596,does a apple have fur?,No
597,a apple has fur.,No
598,does a apricot fly?,No
599,can a apricot fly?,No
600,a apricot flys.,No
601,is a apricot capable of flying?,No
602,a apricot is capable of flying.,No
603,does a apricot live underwater?,No
604,a apricot lives underwater.,No
605,does a apricot live in the water?,No
606,a apricot lives in the water.,No
607,does a apricot have a beak?,No
608,a apricot has a beak.,No
609,does a apricot have feathers?,No
610,a apricot has feathers.,No
611,does a apricot have wings?,No
612,a apricot has wings.,No
613,does a apricot have a wing?,No
614,a apricot has a wing.,No
615,does a apricot have horns?,No
616,a apricot has horns.,No
617,does a apricot have hair?,No
618,a apricot has hair.,No
619,does a apricot have fur?,No
620,a apricot has fur.,No
621,does a avocado fly?,No
622,can a avocado fly?,No
623,a avocado flys.,No
624,is a avocado capable of flying?,No
625,a avocado is capable of flying.,No
626,does a avocado live underwater?,No
627,a avocado lives underwater.,No
628,does a avocado live in the water?,No
629,a avocado lives in the water.,No
630,does a avocado have a beak?,No
631,a avocado has a beak.,No
632,does a avocado have feathers?,No
633,a avocado has feathers.,No
634,does a avocado have wings?,No
635,a avocado has wings.,No
636,does a avocado have a wing?,No
637,a avocado has a wing.,No
638,does a avocado have horns?,No
639,a avocado has horns.,No
640,does a avocado have hair?,No
641,a avocado has hair.,No
642,does a avocado have fur?,No
643,a avocado has fur.,No
644,does a banana fly?,No
645,can a banana fly?,No
646,a banana flys.,No
647,is a banana capable of flying?,No
648,a banana is capable of flying.,No
649,does a banana live underwater?,No
650,a banana lives underwater.,No
651,does a banana live in the water?,No
652,a banana lives in the water.,No
653,does a banana have a beak?,No
654,a banana has a beak.,No
655,does a banana have feathers?,No
656,a banana has feathers.,No
657,does a banana have wings?,No
658,a banana has wings.,No
659,does a banana have a wing?,No
660,a banana has a wing.,No
661,does a banana have horns?,No
662,a banana has horns.,No
663,does a banana have hair?,No
664,a banana has hair.,No
665,does a banana have fur?,No
666,a banana has fur.,No
667,does a berry fly?,No
668,can a berry fly?,No
669,a berry flys.,No
670,is a berry capable of flying?,No
671,a berry is capable of flying.,No
672,does a berry live underwater?,No
673,a berry lives underwater.,No
674,does a berry live in the water?,No
675,a berry lives in the water.,No
676,does a berry have a beak?,No
677,a berry has a beak.,No
678,does a berry have feathers?,No
679,a berry has feathers.,No
680,does a berry have wings?,No
681,a berry has wings.,No
682,does a berry have a wing?,No
683,a berry has a wing.,No
684,does a berry have horns?,No
685,a berry has horns.,No
686,does a berry have hair?,No
687,a berry has hair.,No
688,does a berry have fur?,No
689,a berry has fur.,No
690,does a blackberry fly?,No
691,can a blackberry fly?,No
692,a blackberry flys.,No
693,is a blackberry capable of flying?,No
694,a blackberry is capable of flying.,No
695,does a blackberry live underwater?,No
696,a blackberry lives underwater.,No
697,does a blackberry live in the water?,No
698,a blackberry lives in the water.,No
699,does a blackberry have a beak?,No
700,a blackberry has a beak.,No
701,does a blackberry have feathers?,No
702,a blackberry has feathers.,No
703,does a blackberry have wings?,No
704,a blackberry has wings.,No
705,does a blackberry have a wing?,No
706,a blackberry has a wing.,No
707,does a blackberry have horns?,No
708,a blackberry has horns.,No
709,does a blackberry have hair?,No
710,a blackberry has hair.,No
711,does a blackberry have fur?,No
712,a blackberry has fur.,No
713,does a blackheart fly?,No
714,can a blackheart fly?,No
715,a blackheart flys.,No
716,is a blackheart capable of flying?,No
717,a blackheart is capable of flying.,No
718,does a blackheart live underwater?,No
719,a blackheart lives underwater.,No
720,does a blackheart live in the water?,No
721,a blackheart lives in the water.,No
722,does a blackheart have a beak?,No
723,a blackheart has a beak.,No
724,does a blackheart have feathers?,No
725,a blackheart has feathers.,No
726,does a blackheart have wings?,No
727,a blackheart has wings.,No
728,does a blackheart have a wing?,No
729,a blackheart has a wing.,No
730,does a blackheart have horns?,No
731,a blackheart has horns.,No
732,does a blackheart have hair?,No
733,a blackheart has hair.,No
734,does a blackheart have fur?,No
735,a blackheart has fur.,No
736,does a blueberry fly?,No
737,can a blueberry fly?,No
738,a blueberry flys.,No
739,is a blueberry capable of flying?,No
740,a blueberry is capable of flying.,No
741,does a blueberry live underwater?,No
742,a blueberry lives underwater.,No
743,does a blueberry live in the water?,No
744,a blueberry lives in the water.,No
745,does a blueberry have a beak?,No
746,a blueberry has a beak.,No
747,does a blueberry have feathers?,No
748,a blueberry has feathers.,No
749,does a blueberry have wings?,No
750,a blueberry has wings.,No
751,does a blueberry have a wing?,No
752,a blueberry has a wing.,No
753,does a blueberry have horns?,No
754,a blueberry has horns.,No
755,does a blueberry have hair?,No
756,a blueberry has hair.,No
757,does a blueberry have fur?,No
758,a blueberry has fur.,No
759,does a cherry fly?,No
760,can a cherry fly?,No
761,a cherry flys.,No
762,is a cherry capable of flying?,No
763,a cherry is capable of flying.,No
764,does a cherry live underwater?,No
765,a cherry lives underwater.,No
766,does a cherry live in the water?,No
767,a cherry lives in the water.,No
768,does a cherry have a beak?,No
769,a cherry has a beak.,No
770,does a cherry have feathers?,No
771,a cherry has feathers.,No
772,does a cherry have wings?,No
773,a cherry has wings.,No
774,does a cherry have a wing?,No
775,a cherry has a wing.,No
776,does a cherry have horns?,No
777,a cherry has horns.,No
778,does a cherry have hair?,No
779,a cherry has hair.,No
780,does a cherry have fur?,No
781,a cherry has fur.,No
782,does a chestnut fly?,No
783,can a chestnut fly?,No
784,a chestnut flys.,No
785,is a chestnut capable of flying?,No
786,a chestnut is capable of flying.,No
787,does a chestnut live underwater?,No
788,a chestnut lives underwater.,No
789,does a chestnut live in the water?,No
790,a chestnut lives in the water.,No
791,does a chestnut have a beak?,No
792,a chestnut has a beak.,No
793,does a chestnut have feathers?,No
794,a chestnut has feathers.,No
795,does a chestnut have wings?,No
796,a chestnut has wings.,No
797,does a chestnut have a wing?,No
798,a chestnut has a wing.,No
799,does a chestnut have horns?,No
800,a chestnut has horns.,No
801,does a chestnut have hair?,No
802,a chestnut has hair.,No
803,does a chestnut have fur?,No
804,a chestnut has fur.,No
805,does a citron fly?,No
806,can a citron fly?,No
807,a citron flys.,No
808,is a citron capable of flying?,No
809,a citron is capable of flying.,No
810,does a citron live underwater?,No
811,a citron lives underwater.,No
812,does a citron live in the water?,No
813,a citron lives in the water.,No
814,does a citron have a beak?,No
815,a citron has a beak.,No
816,does a citron have feathers?,No
817,a citron has feathers.,No
818,does a citron have wings?,No
819,a citron has wings.,No
820,does a citron have a wing?,No
821,a citron has a wing.,No
822,does a citron have horns?,No
823,a citron has horns.,No
824,does a citron have hair?,No
825,a citron has hair.,No
826,does a citron have fur?,No
827,a citron has fur.,No
828,does a corn fly?,No
829,can a corn fly?,No
830,a corn flys.,No
831,is a corn capable of flying?,No
832,a corn is capable of flying.,No
833,does a corn live underwater?,No
834,a corn lives underwater.,No
835,does a corn live in the water?,No
836,a corn lives in the water.,No
837,does a corn have a beak?,No
838,a corn has a beak.,No
839,does a corn have feathers?,No
840,a corn has feathers.,No
841,does a corn have wings?,No
842,a corn has wings.,No
843,does a corn have a wing?,No
844,a corn has a wing.,No
845,does a corn have horns?,No
846,a corn has horns.,No
847,does a corn have hair?,No
848,a corn has hair.,No
849,does a corn have fur?,No
850,a corn has fur.,No
851,does a cumin fly?,No
852,can a cumin fly?,No
853,a cumin flys.,No
854,is a cumin capable of flying?,No
855,a cumin is capable of flying.,No
856,does a cumin live underwater?,No
857,a cumin lives underwater.,No
858,does a cumin live in the water?,No
859,a cumin lives in the water.,No
860,does a cumin have a beak?,No
861,a cumin has a beak.,No
862,does a cumin have feathers?,No
863,a cumin has feathers.,No
864,does a cumin have wings?,No
865,a cumin has wings.,No
866,does a cumin have a wing?,No
867,a cumin has a wing.,No
868,does a cumin have horns?,No
869,a cumin has horns.,No
870,does a cumin have hair?,No
871,a cumin has hair.,No
872,does a cumin have fur?,No
873,a cumin has fur.,No
874,does a fig fly?,No
875,can a fig fly?,No
876,a fig flys.,No
877,is a fig capable of flying?,No
878,a fig is capable of flying.,No
879,does a fig live underwater?,No
880,a fig lives underwater.,No
881,does a fig live in the water?,No
882,a fig lives in the water.,No
883,does a fig have a beak?,No
884,a fig has a beak.,No
885,does a fig have feathers?,No
886,a fig has feathers.,No
887,does a fig have wings?,No
888,a fig has wings.,No
889,does a fig have a wing?,No
890,a fig has a wing.,No
891,does a fig have horns?,No
892,a fig has horns.,No
893,does a fig have hair?,No
894,a fig has hair.,No
895,does a fig have fur?,No
896,a fig has fur.,No
897,does a grape fly?,No
898,can a grape fly?,No
899,a grape flys.,No
900,is a grape capable of flying?,No
901,a grape is capable of flying.,No
902,does a grape live underwater?,No
903,a grape lives underwater.,No
904,does a grape live in the water?,No
905,a grape lives in the water.,No
906,does a grape have a beak?,No
907,a grape has a beak.,No
908,does a grape have feathers?,No
909,a grape has feathers.,No
910,does a grape have wings?,No
911,a grape has wings.,No
912,does a grape have a wing?,No
913,a grape has a wing.,No
914,does a grape have horns?,No
915,a grape has horns.,No
916,does a grape have hair?,No
917,a grape has hair.,No
918,does a grape have fur?,No
919,a grape has fur.,No
920,does a grapefruit fly?,No
921,can a grapefruit fly?,No
922,a grapefruit flys.,No
923,is a grapefruit capable of flying?,No
924,a grapefruit is capable of flying.,No
925,does a grapefruit live underwater?,No
926,a grapefruit lives underwater.,No
927,does a grapefruit live in the water?,No
928,a grapefruit lives in the water.,No
929,does a grapefruit have a beak?,No
930,a grapefruit has a beak.,No
931,does a grapefruit have feathers?,No
932,a grapefruit has feathers.,No
933,does a grapefruit have wings?,No
934,a grapefruit has wings.,No
935,does a grapefruit have a wing?,No
936,a grapefruit has a wing.,No
937,does a grapefruit have horns?,No
938,a grapefruit has horns.,No
939,does a grapefruit have hair?,No
940,a grapefruit has hair.,No
941,does a grapefruit have fur?,No
942,a grapefruit has fur.,No
943,does a greengage fly?,No
944,can a greengage fly?,No
945,a greengage flys.,No
946,is a greengage capable of flying?,No
947,a greengage is capable of flying.,No
948,does a greengage live underwater?,No
949,a greengage lives underwater.,No
950,does a greengage live in the water?,No
951,a greengage lives in the water.,No
952,does a greengage have a beak?,No
953,a greengage has a beak.,No
954,does a greengage have feathers?,No
955,a greengage has feathers.,No
956,does a greengage have wings?,No
957,a greengage has wings.,No
958,does a greengage have a wing?,No
959,a greengage has a wing.,No
960,does a greengage have horns?,No
961,a greengage has horns.,No
962,does a greengage have hair?,No
963,a greengage has hair.,No
964,does a greengage have fur?,No
965,a greengage has fur.,No
966,does a guava fly?,No
967,can a guava fly?,No
968,a guava flys.,No
969,is a guava capable of flying?,No
970,a guava is capable of flying.,No
971,does a guava live underwater?,No
972,a guava lives underwater.,No
973,does a guava live in the water?,No
974,a guava lives in the water.,No
975,does a guava have a beak?,No
976,a guava has a beak.,No
977,does a guava have feathers?,No
978,a guava has feathers.,No
979,does a guava have wings?,No
980,a guava has wings.,No
